No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
35,Marvin Bagley III,PF,6-10,235,"March 14, 1999",us US,3,Duke
40,Harrison Barnes,PF,6-8,225,"May 30, 1992",us US,9,UNC
3,Terence Davis,SG,6-4,201,"May 16, 1997",us US,2,Ole Miss
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us US,3,Villanova
5,De'Aaron Fox,PG,6-3,185,"December 20, 1997",us US,4,Kentucky
0,Tyrese Haliburton,SG,6-5,185,"February 29, 2000",us US,1,Iowa State
8,Maurice Harkless,SF,6-7,220,"May 11, 1993",us US,9,St. John's
24,Buddy Hield,SG,6-4,220,"December 17, 1992",bs BS,5,Oklahoma
9,Justin Holiday,SG,6-6,180,"April 5, 1989",us US,8,Washington
22,Richaun Holmes,C,6-10,235,"October 15, 1993",us US,6,Bowling Green
55,Josh Jackson,SF,6-8,207,"February 10, 1997",us US,4,Kansas
30,Damian Jones,C,6-11,245,"June 30, 1995",us US,5,Vanderbilt
23,Louis King,SF,6-7,205,"April 6, 1999",us US,2,Oregon
26,Jeremy Lamb,SG,6-5,180,"May 30, 1992",us US,9,UConn
25,Alex Len,C,7-0,250,"June 16, 1993",ua UA,8,Maryland
41,Trey Lyles,PF,6-9,234,"November 5, 1995",ca CA,6,Kentucky
7,Chimezie Metu,C,6-9,225,"March 22, 1997",us US,3,USC
15,Davion Mitchell,PG,6-2,205,"September 5, 1998",us US,R,"Auburn, Baylor"
10,Emmanuel Mudiay,PG,6-3,200,"March 5, 1996",cd CD,5,
31,Ade Murkey,SG,6-5,200,"January 29, 1998",us US,R,Denver
88,Neemias Queta,C,7-0,245,"July 13, 1999",pt PT,R,Utah State University
20,Jahmi'us Ramsey,SG,6-3,190,"June 9, 2001",us US,1,Texas Tech
9,Justin Robinson,PG,6-1,195,"October 12, 1997",us US,2,Virginia Tech
10,Domantas Sabonis,PF,6-10,240,"May 3, 1996",us US,5,Gonzaga
13,Tristan Thompson,C,6-9,254,"March 13, 1991",ca CA,10,Texas
17,Robert Woodard II,SF,6-6,235,"September 22, 1999",us US,1,Mississippi State
