No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
31,Keita Bates-Diop,SF,6-8,229,"January 23, 1996",us US,3,Ohio State
18,Devontae Cacok,PF,6-7,240,"October 8, 1996",us US,2,UNC Wilmington
23,Zach Collins,C,6-11,250,"November 19, 1997",us US,3,Gonzaga
14,Drew Eubanks,C,6-9,245,"February 1, 1997",us US,3,Oregon State
7,Bryn Forbes,SG,6-2,205,"July 23, 1993",us US,5,Michigan State
41,Juancho Hernangómez,PF,6-9,214,"September 28, 1995",es ES,5,
3,Keldon Johnson,SF,6-5,220,"October 11, 1999",us US,2,Kentucky
28,Tyler Johnson,PG,6-3,186,"May 7, 1992",us US,7,Fresno State
33,Tre Jones,PG,6-1,185,"January 8, 2000",us US,1,Duke
35,Anthony Lamb,SF,6-6,227,"January 20, 1998",us US,1,University of Vermont
34,Jock Landale,C,6-11,256,"October 25, 1995",au AU,R,Saint Mary's
35,Romeo Langford,SG,6-5,216,"October 25, 1999",us US,2,Indiana
17,Doug McDermott,PF,6-6,225,"January 3, 1992",us US,7,Creighton
16,Jaylen Morris,SG,6-5,185,"September 19, 1995",us US,2,Molloy
5,Dejounte Murray,PG,6-5,180,"September 19, 1996",us US,4,Washington
25,Jakob Poeltl,C,7-0,245,"October 15, 1995",at AT,5,Utah
11,Joshua Primo,SF,6-6,190,"December 24, 2002",ca CA,R,Alabama
7,Josh Richardson,SG,6-5,200,"September 15, 1993",us US,6,Tennessee
45,Tomáš Satoranský,SF,6-7,210,"October 30, 1991",cz CZ,5,
24,Devin Vassell,SF,6-5,200,"August 23, 2000",us US,1,Florida State
1,Lonnie Walker IV,SG,6-4,204,"December 14, 1998",us US,3,Miami (FL)
4,Derrick White,SG,6-4,190,"July 2, 1994",us US,4,"Colorado-Colorado Springs, Colorado"
15,Joe Wieskamp,SG,6-6,212,"August 23, 1999",us US,R,Iowa
30,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,14,Georgia Tech
