No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,Kwame Brown,C,6-11,270,"March 10, 1982",us US,1,
35,Brian Cardinal,PF,6-8,245,"May 2, 1977",us US,2,Purdue
3,Juan Dixon,PG,6-3,164,"October 9, 1978",us US,R,Maryland
15,Anthony Goldwire,PG,6-1,182,"September 6, 1971",us US,4,Houston
0,Brendan Haywood,C,7-0,268,"November 27, 1979",us US,1,UNC
20,Larry Hughes,PG,6-5,184,"January 23, 1979",us US,4,Saint Louis
1,Jared Jeffries,SF,6-11,230,"November 25, 1981",us US,R,Indiana
23,Michael Jordan,SF,6-6,198,"February 17, 1963",us US,14,UNC
44,Christian Laettner,PF,6-11,235,"August 17, 1969",us US,10,Duke
10,Tyronn Lue,PG,6-0,175,"May 3, 1977",us US,4,Nebraska
34,Charles Oakley,C,6-9,225,"December 18, 1963",us US,17,Virginia Union University
2,Bryon Russell,SF,6-7,225,"December 31, 1970",us US,9,Cal State Long Beach
21,Bobby Simmons,SG,6-7,210,"June 2, 1980",us US,1,DePaul
42,Jerry Stackhouse,SG,6-6,218,"November 5, 1974",us US,7,UNC
36,Etan Thomas,PF,6-9,256,"April 1, 1978",us US,1,Syracuse
55,Jahidi White,C,6-9,290,"February 19, 1976",us US,4,Georgetown
