No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,Rafer Alston,PG,6-2,171,"July 24, 1976",us US,3,Fresno State
14,Maceo Baston,PF,6-9,215,"May 29, 1975",us US,R,Michigan
5,Michael Bradley,PF,6-10,245,"April 18, 1979",us US,1,"Kentucky, Villanova"
54,Damone Brown,PF,6-9,200,"June 28, 1979",us US,1,Syracuse
15,Vince Carter,SG,6-6,220,"January 26, 1977",us US,4,UNC
33,Antonio Davis,C,6-9,215,"October 31, 1968",us US,9,Texas-El Paso
44,Greg Foster,C,6-11,240,"October 3, 1968",us US,12,"UCLA, Texas-El Paso"
54,Zendon Hamilton,C,6-11,250,"April 27, 1975",us US,2,St. John's
7,Nate Huffman,C,7-1,245,"April 2, 1975",us US,R,Central Michigan University
11,Lindsey Hunter,PG,6-2,170,"December 3, 1970",us US,9,"Alcorn State, Jackson State University"
8,Jermaine Jackson,SG,6-4,204,"June 7, 1976",us US,2,Detroit Mercy
1,Chris Jefferies,SF,6-8,225,"February 13, 1980",us US,R,"Arkansas, Fresno State"
2,Voshon Lenard,SG,6-4,205,"May 14, 1973",us US,7,Minnesota
42,Art Long,PF,6-9,250,"October 1, 1972",us US,2,Cincinnati
4,Jelani McCoy,C,6-10,245,"December 6, 1977",us US,4,UCLA
32,Mamadou N'Diaye,C,7-0,255,"June 16, 1975",sn SN,2,Auburn
24,Morris Peterson,SF,6-7,218,"August 26, 1977",us US,2,Michigan State
20,Alvin Williams,PG,6-5,185,"August 6, 1974",us US,5,Villanova
13,Jerome Williams,PF,6-9,206,"May 10, 1973",us US,6,Georgetown
