No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
1,Derek Anderson,PG,6-5,194,"July 18, 1974",us US,5,"Ohio State, Kentucky"
44,Ruben Boumtje-Boumtje,C,7-0,257,"May 20, 1978",cm CM,1,Georgetown
10,Antonio Daniels,SG,6-4,195,"March 19, 1975",us US,5,Bowling Green
34,Dale Davis,C,6-11,230,"March 25, 1969",us US,11,Clemson
14,Chris Dudley,C,6-11,235,"February 22, 1965",us US,15,Yale
5,Jeff McInnis,PG,6-4,190,"October 22, 1974",us US,5,UNC
21,Ruben Patterson,SF,6-5,224,"July 31, 1975",us US,4,Cincinnati
33,Scottie Pippen,SF,6-8,210,"September 25, 1965",us US,15,University of Central Arkansas
50,Zach Randolph,PF,6-9,250,"July 16, 1981",us US,1,Michigan State
11,Arvydas Sabonis,C,7-3,279,"December 19, 1964",lt LT,6,
7,Charles Smith,SG,6-4,194,"August 22, 1975",us US,3,New Mexico
3,Damon Stoudamire,PG,5-10,171,"September 3, 1973",us US,7,Arizona
30,Rasheed Wallace,PF,6-11,225,"September 17, 1974",us US,7,UNC
6,Bonzi Wells,SG,6-5,210,"September 28, 1976",us US,4,Ball State University
24,Qyntel Woods,PF,6-8,221,"February 16, 1981",us US,R,Northeast Mississippi Community College
