No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
7,Chucky Atkins,PG,5-11,160,"August 14, 1974",us US,3,South Florida
20,Jon Barry,SG,6-4,195,"July 25, 1969",us US,10,"University of the Pacific, Georgia Tech"
1,Chauncey Billups,PG,6-3,202,"September 25, 1976",us US,5,Colorado
12,Michael Curry,SF,6-5,210,"August 22, 1968",us US,8,Georgia Southern University
44,Hubert Davis,SG,6-5,183,"May 17, 1970",us US,10,UNC
32,Richard Hamilton,SG,6-6,185,"February 14, 1978",us US,3,UConn
5,Danny Manning,PF,6-10,230,"May 17, 1966",us US,14,Kansas
13,Mehmet Okur,PF,6-11,249,"May 26, 1979",tr TR,R,
22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",us US,R,Kentucky
39,Željko Rebrača,C,7-0,257,"April 9, 1972",rs RS,1,
52,Don Reid,PF,6-8,250,"December 30, 1973",us US,7,Georgetown
30,Clifford Robinson,PF,6-10,225,"December 16, 1966",us US,13,UConn
6,Pepe Sánchez,PG,6-4,195,"May 8, 1977",ar AR,1,Temple
3,Ben Wallace,C,6-9,240,"September 10, 1974",us US,6,Virginia Union University
34,Corliss Williamson,SF,6-7,245,"December 4, 1973",us US,7,Arkansas
