No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
34,Ray Allen,SG,6-5,205,"July 20, 1975",us US,6,UConn
35,Jason Caffey,PF,6-8,255,"June 12, 1973",us US,7,Alabama
10,Sam Cassell,PG,6-3,185,"November 18, 1969",us US,9,Florida State
50,Dan Gadzuric,C,6-11,240,"February 2, 1978",nl NL,R,UCLA
12,Marcus Haislip,PF,6-10,230,"December 22, 1980",us US,R,Tennessee
40,Ervin Johnson,C,6-11,245,"December 21, 1967",us US,9,New Orleans
7,Toni Kukoč,PF,6-10,192,"September 18, 1968",hr HR,9,
17,Anthony Mason,C,6-8,250,"December 14, 1966",us US,12,Tennessee State
24,Desmond Mason,SF,6-7,224,"October 11, 1977",us US,2,Oklahoma State
15,Ronald Murray,SG,6-4,190,"July 29, 1979",us US,R,"Meridian Community College, Shaw"
8,Kevin Ollie,PG,6-4,195,"December 27, 1972",us US,5,UConn
20,Gary Payton,PG,6-4,180,"July 23, 1968",us US,12,Oregon State
6,Joel Przybilla,C,7-1,255,"October 10, 1979",us US,2,Minnesota
22,Michael Redd,SG,6-6,220,"August 24, 1979",us US,2,Ohio State
31,Jamal Sampson,PF,6-11,235,"May 15, 1983",us US,R,California
5,Tim Thomas,SF,6-10,230,"February 26, 1977",us US,5,Villanova
