No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
21,Robert Archibald,PF,6-11,250,"March 29, 1980",gb GB,R,Illinois
24,Mike Batiste,PF,6-8,225,"November 21, 1977",us US,R,Arizona State
31,Shane Battier,SF,6-8,220,"September 9, 1978",us US,1,Duke
8,Michael Dickerson,SG,6-5,190,"June 25, 1975",us US,4,Arizona
16,Pau Gasol,PF,7-0,250,"July 6, 1980",es ES,1,
10,Gordan Giriček,SG,6-6,210,"June 20, 1977",hr HR,R,
0,Drew Gooden,SF,6-10,250,"September 24, 1981",us US,R,Kansas
40,Ryan Humphrey,PF,6-8,235,"July 24, 1979",us US,R,"Oklahoma, Notre Dame"
22,Brevin Knight,PG,5-10,173,"November 8, 1975",us US,5,Stanford
33,Mike Miller,SF,6-8,218,"February 19, 1980",us US,2,Florida
20,Chris Owens,SF,6-7,245,"March 1, 1979",us US,R,"Tulane, Texas"
1,Wesley Person,SG,6-6,195,"March 28, 1971",us US,8,Auburn
4,Stromile Swift,PF,6-9,225,"November 21, 1979",us US,2,LSU
15,Cezary Trybański,C,7-2,240,"September 22, 1979",pl PL,R,
25,Earl Watson,PG,6-1,195,"June 12, 1979",us US,1,UCLA
2,Jason Williams,PG,6-1,190,"November 18, 1975",us US,4,"Marshall, Florida"
42,Lorenzen Wright,C,6-11,225,"November 4, 1975",us US,6,Memphis
