No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Randy Brown,PG,6-2,190,"May 22, 1968",us US,11,"Houston, New Mexico State"
4,Alton Ford,PF,6-9,275,"May 29, 1981",us US,1,Houston
24,Tom Gugliotta,PF,6-10,240,"December 19, 1969",us US,10,NC State
1,Anfernee Hardaway,SG,6-7,195,"July 18, 1971",us US,9,Memphis
23,Casey Jacobsen,SF,6-6,215,"March 19, 1981",us US,R,Stanford
2,Joe Johnson,SG,6-7,240,"June 29, 1981",us US,1,Arkansas
14,Dan Langhi,SF,6-11,220,"November 28, 1977",us US,2,Vanderbilt
3,Stephon Marbury,PG,6-2,180,"February 20, 1977",us US,6,Georgia Tech
31,Shawn Marion,SF,6-7,220,"May 7, 1978",us US,3,"Vincennes University, UNLV"
45,Bo Outlaw,C,6-8,210,"April 13, 1971",us US,9,"South Plains College, Houston"
32,Amar'e Stoudemire,PF,6-10,245,"November 16, 1982",us US,R,
25,Jake Tsakalidis,C,7-2,285,"June 10, 1979",ge GE,2,
43,Jake Voskuhl,C,6-11,245,"November 1, 1977",us US,2,UConn
47,Scott Williams,C,6-10,230,"March 21, 1968",us US,12,UNC
