No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
21,Kevin Garnett,PF,6-11,240,"May 19, 1976",us US,7,
9,Kendall Gill,SG,6-5,195,"May 25, 1968",us US,12,Illinois
16,Troy Hudson,PG,6-1,170,"March 13, 1976",us US,5,"Missouri, Southern Illinois"
25,Marc Jackson,C,6-10,270,"January 16, 1975",us US,2,"VCU, Temple"
8,Rasho Nesterović,C,7-0,248,"May 30, 1976",si SI,4,
44,Anthony Peeler,SG,6-4,208,"November 25, 1969",us US,10,Missouri
36,Igor Rakočević,PG,6-3,183,"March 29, 1978",rs RS,R,
35,Reggie Slater,PF,6-7,215,"August 27, 1970",us US,7,Wyoming
32,Joe Smith,SF,6-10,225,"July 26, 1975",us US,7,Maryland
1,Rod Strickland,PG,6-3,175,"July 11, 1966",us US,14,DePaul
10,Wally Szczerbiak,SF,6-7,244,"March 5, 1977",es ES,3,Miami University
20,Gary Trent,SF,6-8,250,"September 22, 1974",us US,7,Ohio University
29,Mike Wilks,PG,5-10,185,"May 7, 1979",us US,R,Rice University
3,Loren Woods,C,7-1,245,"June 21, 1978",us US,1,"Wake Forest, Arizona"
