No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
9,Tariq Abdul-Wahad,SG,6-6,223,"November 3, 1974",fr FR,5,"Michigan, San Jose State"
11,Raja Bell,SG,6-5,204,"September 19, 1976",vi VI,2,"Boston University, Florida International University"
44,Shawn Bradley,C,7-6,235,"March 22, 1972",de DE,9,BYU
42,Evan Eschmeyer,C,6-11,255,"May 30, 1975",us US,3,Northwestern
4,Michael Finley,SF,6-7,215,"March 6, 1973",us US,7,Wisconsin
7,Adrian Griffin,SG,6-5,217,"July 4, 1974",us US,3,Seton Hall
21,Adam Harrington,SG,6-5,200,"July 5, 1980",us US,R,"NC State, Auburn"
6,Avery Johnson,PG,5-10,175,"March 25, 1965",us US,14,"Cameron University, Southern University and A&M College"
54,Popeye Jones,PF,6-8,250,"June 17, 1970",us US,9,Murray State
45,Raef LaFrentz,C,6-11,240,"May 29, 1976",us US,4,Kansas
14,Eduardo Nájera,SF,6-8,240,"July 11, 1976",mx MX,2,Oklahoma
13,Steve Nash,PG,6-3,195,"February 7, 1974",za ZA,6,Santa Clara
41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",de DE,4,
17,Antoine Rigaudeau,SG,6-7,210,"December 17, 1971",fr FR,R,
30,Mark Strickland,SF,6-9,210,"July 14, 1970",us US,7,Temple
31,Nick Van Exel,SG,6-1,170,"November 27, 1971",us US,9,"Trinity Valley CC, Cincinnati"
43,Walt Williams,SF,6-8,219,"April 16, 1970",us US,10,Maryland
