No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Gilbert Arenas,PG,6-4,191,"January 6, 1982",us US,1,Arizona
11,Earl Boykins,PG,5-5,135,"June 2, 1976",us US,4,Eastern Michigan
25,Erick Dampier,C,6-11,265,"July 14, 1975",us US,6,Mississippi State
10,Mike Dunleavy,SF,6-9,230,"September 15, 1980",us US,R,Duke
21,Danny Fortson,PF,6-7,260,"March 27, 1976",us US,5,Cincinnati
31,Adonal Foyle,C,6-10,250,"March 9, 1975",vc VC,5,Colgate
11,A.J. Guyton,PG,6-1,180,"February 12, 1978",us US,2,Indiana
33,Antawn Jamison,SF,6-9,223,"June 12, 1976",us US,4,UNC
34,Chris Mills,PF,6-6,215,"January 25, 1970",us US,9,"Kentucky, Arizona"
1,Troy Murphy,PF,6-11,245,"May 2, 1980",us US,1,Notre Dame
2,Dean Oliver,PG,5-11,180,"November 5, 1978",us US,1,Iowa
23,Jason Richardson,SG,6-6,220,"January 20, 1981",us US,1,Michigan State
5,Guy Rucker,PF,6-11,265,"July 27, 1977",us US,R,Iowa
3,Bob Sura,SG,6-5,200,"March 25, 1973",us US,7,Florida State
18,Óscar Torres,SG,6-6,210,"December 18, 1976",ve VE,1,
4,Jiří Welsch,SF,6-7,208,"January 27, 1980",cz CZ,R,
