No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
15,Chris Andersen,C,6-10,245,"July 7, 1978",us US,1,Blinn College
30,Mark Blount,C,7-0,230,"November 30, 1975",us US,2,Pitt
32,Ryan Bowen,SG,6-7,215,"November 20, 1975",us US,3,Iowa
14,Devin Brown,SG,6-5,220,"December 30, 1978",us US,R,Texas-San Antonio
9,Mark Bryant,PF,6-9,245,"April 25, 1965",us US,14,Seton Hall
23,Marcus Camby,C,6-11,220,"March 22, 1974",us US,6,UMass
25,John Crotty,PG,6-1,185,"July 15, 1969",us US,10,Virginia
21,Adam Harrington,SG,6-5,200,"July 5, 1980",us US,R,"NC State, Auburn"
6,Junior Harrington,PG,6-4,180,"October 2, 1980",us US,R,Wingate University
1,Donnell Harvey,SF,6-8,220,"August 26, 1980",us US,2,Florida
31,Nenê,C,6-11,250,"September 13, 1982",br BR,R,
5,Juwan Howard,PF,6-9,240,"February 7, 1973",us US,8,Michigan
41,James Posey,SF,6-8,215,"January 13, 1977",us US,3,Xavier
11,Kenny Satterfield,PG,6-2,186,"April 10, 1981",us US,1,Cincinnati
4,Predrag Savović,SG,6-6,225,"May 21, 1976",hr HR,R,"UAB, Hawaii"
20,Jeff Trepagnier,SG,6-4,200,"July 11, 1979",us US,1,USC
22,Nikoloz Tskitishvili,SF,7-0,225,"April 14, 1983",ge GE,R,
7,Rodney White,SG,6-9,238,"June 28, 1980",us US,1,UNC Charlotte
12,Chris Whitney,PG,6-0,168,"October 5, 1971",us US,9,Clemson
11,Shammond Williams,PG,6-1,201,"April 5, 1975",us US,4,UNC
3,Vincent Yarbrough,SG,6-7,210,"March 21, 1981",us US,R,Tennessee
