No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
10,Darrell Armstrong,PG,6-0,170,"June 22, 1968",us US,8,Fayetteville State University
31,Pat Burke,C,6-11,250,"December 14, 1973",ie IE,R,Auburn
55,Andrew DeClercq,C,6-10,230,"February 1, 1973",us US,7,Florida
8,Pat Garrity,PF,6-9,238,"August 23, 1976",us US,4,Notre Dame
7,Gordan Giriček,SF,6-6,210,"June 20, 1977",hr HR,R,
9,Drew Gooden,PF,6-10,250,"September 24, 1981",us US,R,Kansas
54,Horace Grant,PF,6-10,215,"July 4, 1965",us US,15,Clemson
33,Grant Hill,SF,6-8,225,"October 5, 1972",us US,8,Duke
4,Ryan Humphrey,PF,6-8,235,"July 24, 1979",us US,R,"Oklahoma, Notre Dame"
34,Steven Hunter,C,7-0,220,"October 31, 1981",us US,1,DePaul
40,Shawn Kemp,C,6-10,230,"November 26, 1969",us US,13,"Trinity Valley CC, Kentucky"
1,Tracy McGrady,SG,6-8,210,"May 24, 1979",us US,5,
50,Mike Miller,SF,6-8,218,"February 19, 1980",us US,2,Florida
0,Olumide Oyedeji,C,6-10,240,"May 11, 1981",ng NG,2,
5,Jeryl Sasser,SG,6-6,200,"February 13, 1979",us US,1,SMU
11,Jacque Vaughn,PG,6-1,190,"February 11, 1975",us US,5,Kansas
12,Chris Whitney,PG,6-0,168,"October 5, 1971",us US,9,Clemson
