No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
26,John Amaechi,C,6-10,270,"November 26, 1970",us US,4,"Vanderbilt, Penn State"
30,Carlos Arroyo,PG,6-2,202,"July 30, 1979",pr PR,1,Florida International University
40,Calbert Cheaney,SG,6-7,209,"July 17, 1971",us US,9,Indiana
31,Jarron Collins,C,6-11,255,"December 2, 1978",us US,1,Stanford
15,Matt Harpring,SF,6-7,231,"May 31, 1976",us US,4,Georgia Tech
13,Mark Jackson,PG,6-1,180,"April 1, 1965",us US,15,St. John's
47,Andrei Kirilenko,SF,6-9,220,"February 18, 1981",ru RU,1,
32,Karl Malone,PF,6-9,250,"July 24, 1963",us US,17,Louisiana Tech
44,Tony Massenburg,C,6-9,220,"July 31, 1967",us US,10,Maryland
0,Greg Ostertag,C,7-2,280,"March 6, 1973",us US,7,Kansas
34,Scott Padgett,PF,6-9,240,"April 19, 1976",us US,3,Kentucky
2,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",us US,2,
12,John Stockton,PG,6-1,170,"March 26, 1962",us US,18,Gonzaga
