No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
13,Kelvin Cato,C,6-11,255,"August 26, 1974",us US,5,"University of South Alabama, Iowa State"
52,Jason Collier,C,7-0,260,"September 8, 1977",us US,2,"Indiana, Georgia Tech"
3,Steve Francis,PG,6-3,195,"February 21, 1977",us US,3,Maryland
33,Eddie Griffin,PF,6-10,220,"May 30, 1982",us US,1,Seton Hall
1,Juaquin Hawkins,SG,6-7,220,"July 2, 1973",us US,R,Cal State Long Beach
6,Tito Maddox,SG,6-4,190,"June 7, 1981",us US,R,Fresno State
11,Yao Ming,C,7-6,310,"September 12, 1980",cn CN,R,
5,Cuttino Mobley,SG,6-4,190,"September 1, 1975",us US,4,Rhode Island
44,Terence Morris,SF,6-9,221,"January 11, 1979",us US,1,Maryland
9,Boštjan Nachbar,SF,6-9,221,"July 3, 1980",si SI,R,
12,Moochie Norris,PG,6-1,175,"July 27, 1973",us US,5,"Auburn, University of West Florida"
55,James Posey,SF,6-8,215,"January 13, 1977",us US,3,Xavier
41,Glen Rice,SF,6-8,215,"May 28, 1967",us US,13,Michigan
2,Maurice Taylor,PF,6-9,260,"October 30, 1976",us US,4,"Michigan, LSU"
21,Kenny Thomas,PF,6-7,261,"July 25, 1977",us US,3,New Mexico
