No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
10,Mike Bibby,PG,6-1,190,"May 13, 1978",us US,4,Arizona
13,Doug Christie,SG,6-6,200,"May 9, 1970",us US,10,Pepperdine
7,Keon Clark,C,6-11,220,"April 16, 1975",us US,4,UNLV
8,Mateen Cleaves,PG,6-2,205,"September 7, 1977",us US,2,Michigan State
21,Vlade Divac,C,7-1,243,"February 3, 1968",rs RS,13,
51,Lawrence Funderburke,PF,6-9,230,"December 15, 1970",us US,5,"Indiana, Ohio State"
24,Bobby Jackson,PG,6-1,185,"March 13, 1973",us US,5,Minnesota
22,Jim Jackson,SF,6-6,220,"October 14, 1970",us US,10,Ohio State
9,Damon Jones,PG,6-3,185,"August 25, 1976",us US,4,Houston
31,Scot Pollard,C,6-11,265,"February 12, 1975",us US,5,Kansas
16,Peja Stojaković,SF,6-10,229,"June 9, 1977",hr HR,4,
5,Hedo Türkoğlu,SF,6-10,220,"March 19, 1979",tr TR,2,
3,Gerald Wallace,SF,6-7,215,"July 23, 1982",us US,1,Alabama
4,Chris Webber,PF,6-10,245,"March 1, 1973",us US,9,Michigan
