No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
35,Malik Allen,PF,6-10,255,"June 27, 1978",us US,1,Villanova
1,Travis Best,PG,5-11,182,"July 12, 1972",us US,7,Georgia Tech
4,Caron Butler,SF,6-7,228,"March 13, 1980",us US,R,UConn
45,Rasual Butler,SG,6-7,215,"May 23, 1979",us US,R,La Salle
25,Anthony Carter,PG,6-1,190,"June 16, 1975",us US,3,Hawaii
3,LaPhonso Ellis,PF,6-8,240,"May 5, 1970",us US,10,Notre Dame
44,Brian Grant,C,6-9,254,"March 5, 1972",us US,8,Xavier
5,Eddie House,SG,6-1,180,"May 14, 1978",us US,2,Arizona State
7,Mike James,PG,6-2,188,"June 23, 1975",us US,1,Duquesne
54,Ken Johnson,C,6-11,240,"February 1, 1978",us US,R,Ohio State
6,Eddie Jones,SG,6-6,190,"October 20, 1971",us US,8,Temple
21,Sean Lampley,SF,6-7,227,"September 3, 1979",us US,R,California
22,Sean Marks,PF,6-10,250,"August 23, 1975",nz NZ,3,California
50,Vladimir Stepania,C,7-0,236,"May 8, 1976",ge GE,4,
