No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
41,Cameron Bairstow,C,6-9,250,"December 7, 1990",au AU,1,New Mexico
0,Aaron Brooks,PG,6-0,161,"January 14, 1985",us US,7,Oregon
21,Jimmy Butler,SG,6-7,230,"September 14, 1989",us US,4,Marquette
34,Mike Dunleavy,SF,6-9,230,"September 15, 1980",us US,13,Duke
6,Cristiano Felício,C,6-11,270,"July 7, 1992",br BR,R,
16,Pau Gasol,C,7-0,250,"July 6, 1980",es ES,14,
22,Taj Gibson,PF,6-9,232,"June 24, 1985",us US,6,USC
12,Kirk Hinrich,PG,6-4,190,"January 2, 1981",us US,12,Kansas
7,Justin Holiday,SG,6-6,180,"April 5, 1989",us US,2,Washington
3,Doug McDermott,SF,6-6,225,"January 3, 1992",us US,1,Creighton
44,Nikola Mirotić,PF,6-10,250,"February 11, 1991",me ME,1,
55,E'Twaun Moore,SG,6-3,191,"February 25, 1989",us US,4,Purdue
13,Joakim Noah,C,6-11,230,"February 25, 1985",us US,8,Florida
5,Bobby Portis,PF,6-10,250,"February 10, 1995",us US,R,Arkansas
1,Derrick Rose,PG,6-3,200,"October 4, 1988",us US,6,Memphis
20,Tony Snell,SF,6-6,213,"November 10, 1991",us US,2,New Mexico
