No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
88,Nemanja Bjelica,PF,6-10,234,"May 9, 1988",rs RS,R,
5,Gorgui Dieng,C,6-10,252,"January 18, 1990",sn SN,2,Louisville
21,Kevin Garnett,PF,6-11,240,"May 19, 1976",us US,20,
1,Tyus Jones,PG,6-1,196,"May 10, 1996",us US,R,Duke
8,Zach LaVine,SG,6-5,200,"March 10, 1995",us US,1,UCLA
23,Kevin Martin,SG,6-7,199,"February 1, 1983",us US,11,Western Carolina University
24,Andre Miller,PG,6-3,200,"March 19, 1976",us US,16,Utah
15,Shabazz Muhammad,SF,6-6,223,"November 13, 1992",us US,2,UCLA
33,Adreian Payne,PF,6-10,237,"February 19, 1991",us US,1,Michigan State
14,Nikola Peković,C,6-11,307,"January 3, 1986",me ME,5,
12,Tayshaun Prince,SF,6-9,212,"February 28, 1980",us US,13,Kentucky
9,Ricky Rubio,PG,6-2,190,"October 21, 1990",es ES,4,
10,Damjan Rudež,SF,6-10,228,"June 17, 1986",hr HR,1,
4,Greg Smith,PF,6-10,250,"January 8, 1991",us US,4,Fresno State
32,Karl-Anthony Towns,C,7-0,248,"November 15, 1995",us US,R,Kentucky
22,Andrew Wiggins,SF,6-7,197,"February 23, 1995",ca CA,1,Kansas
