No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,Lavoy Allen,PF,6-9,260,"February 4, 1989",us US,4,Temple
10,Chase Budinger,SF,6-7,209,"May 22, 1988",us US,6,Arizona
25,Rakeem Christmas,PF,6-9,250,"December 1, 1991",us US,R,Syracuse
11,Monta Ellis,SG,6-3,185,"October 26, 1985",us US,10,
13,Paul George,SF,6-8,220,"May 2, 1990",us US,5,Fresno State
3,George Hill,PG,6-4,188,"May 4, 1986",us US,7,IUPUI
27,Jordan Hill,C,6-10,235,"July 27, 1987",us US,6,Arizona
44,Solomon Hill,SF,6-6,226,"March 18, 1991",us US,2,Arizona
10,Ty Lawson,PG,5-11,195,"November 3, 1987",us US,6,UNC
28,Ian Mahinmi,C,6-11,262,"November 5, 1986",fr FR,7,
0,C.J. Miles,SF,6-6,220,"March 18, 1987",us US,10,
40,Glenn Robinson III,SF,6-6,222,"January 8, 1994",us US,1,Michigan
2,Rodney Stuckey,PG,6-5,210,"April 21, 1986",us US,8,Eastern Washington
33,Myles Turner,C,6-11,250,"March 24, 1996",us US,R,Texas
42,Shayne Whittington,PF,6-11,250,"March 27, 1991",us US,1,Western Michigan
1,Joe Young,PG,6-2,180,"June 27, 1992",us US,R,"Houston, Oregon"
