No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
15,Anthony Bennett,PF,6-8,245,"March 14, 1993",ca CA,2,UNLV
8,Bismack Biyombo,C,6-8,255,"August 28, 1992",cd CD,4,
20,Bruno Caboclo,SF,6-9,218,"September 21, 1995",br BR,1,
5,DeMarre Carroll,SF,6-6,215,"July 27, 1986",us US,6,"Vanderbilt, Missouri"
10,DeMar DeRozan,SG,6-6,220,"August 7, 1989",us US,6,USC
3,James Johnson,PF,6-7,240,"February 20, 1987",us US,6,Wake Forest
6,Cory Joseph,SG,6-2,200,"August 20, 1991",ca CA,4,Texas
7,Kyle Lowry,PG,6-0,196,"March 25, 1986",us US,9,Villanova
92,Lucas Nogueira,C,7-0,241,"July 26, 1992",br BR,1,
54,Patrick Patterson,PF,6-8,235,"March 14, 1989",us US,5,Kentucky
24,Norman Powell,SG,6-3,215,"May 25, 1993",us US,R,UCLA
31,Terrence Ross,SF,6-6,206,"February 5, 1991",us US,3,Washington
4,Luis Scola,PF,6-9,240,"April 30, 1980",ar AR,8,
1,Jason Thompson,C,6-11,250,"July 21, 1986",us US,7,Rider University
17,Jonas Valančiūnas,C,6-11,265,"May 6, 1992",lt LT,3,
55,Delon Wright,PG,6-5,185,"April 26, 1992",us US,R,Utah
