No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
6,Alan Anderson,SG,6-6,220,"October 16, 1982",us US,6,Michigan State
3,Bradley Beal,SG,6-4,207,"June 28, 1993",us US,3,Florida
45,DeJuan Blair,C,6-7,270,"April 22, 1989",us US,6,Pitt
1,Jared Dudley,PF,6-6,237,"July 10, 1985",us US,8,Boston College
8,Jarell Eddie,SF,6-7,218,"October 30, 1991",us US,R,Virginia Tech
90,Drew Gooden,PF,6-10,250,"September 24, 1981",us US,13,Kansas
13,Marcin Gortat,C,6-11,240,"February 17, 1984",pl PL,8,
21,J.J. Hickson,C,6-9,242,"September 4, 1988",us US,7,NC State
42,Nenê,PF,6-11,250,"September 13, 1982",br BR,13,
15,Ryan Hollins,C,7-0,240,"October 10, 1984",us US,9,UCLA
43,Kris Humphries,PF,6-9,235,"February 6, 1985",us US,11,Minnesota
5,Markieff Morris,PF,6-9,245,"September 2, 1989",us US,4,Kansas
14,Gary Neal,SG,6-4,210,"October 3, 1984",us US,5,"La Salle, Towson University"
12,Kelly Oubre Jr.,SF,6-7,203,"December 9, 1995",us US,R,Kansas
22,Otto Porter Jr.,SF,6-8,198,"June 3, 1993",us US,2,Georgetown
7,Ramon Sessions,PG,6-3,190,"April 11, 1986",us US,8,Nevada
17,Garrett Temple,SF,6-5,195,"May 8, 1986",us US,5,LSU
15,Marcus Thornton,SG,6-4,205,"June 5, 1987",us US,6,LSU
2,John Wall,PG,6-3,210,"September 6, 1990",us US,5,Kentucky
