No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Darrell Arthur,PF,6-9,235,"March 25, 1988",us US,6,Kansas
12,D.J. Augustin,PG,5-11,183,"November 10, 1987",us US,7,Texas
5,Will Barton,SG,6-5,181,"January 6, 1991",us US,3,Memphis
35,Kenneth Faried,PF,6-8,220,"November 19, 1989",us US,4,Morehead State University
4,Randy Foye,SG,6-4,213,"September 24, 1983",us US,9,Villanova
8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",it IT,6,
11,Erick Green,PG,6-4,185,"May 9, 1991",us US,1,Virginia Tech
14,Gary Harris,SG,6-4,210,"September 14, 1994",us US,1,Michigan State
7,J.J. Hickson,C,6-9,242,"September 4, 1988",us US,7,NC State
15,Nikola Jokić,C,6-11,284,"February 19, 1995",rs RS,R,
6,Sean Kilpatrick,SG,6-4,210,"January 6, 1990",us US,1,Cincinnati
77,Joffrey Lauvergne,C,6-11,220,"September 30, 1991",fr FR,1,
3,Mike Miller,SF,6-8,218,"February 19, 1980",us US,15,Florida
0,Emmanuel Mudiay,PG,6-3,200,"March 5, 1996",cd CD,R,
1,Jameer Nelson,PG,6-0,190,"February 9, 1982",us US,11,Saint Joseph's
23,Jusuf Nurkić,C,7-0,290,"August 23, 1994",ba BA,1,
16,Kostas Papanikolaou,SF,6-8,225,"July 31, 1990",gr GR,1,
9,JaKarr Sampson,SF,6-7,214,"March 20, 1993",us US,1,St. John's
6,Axel Toupane,SF,6-7,197,"July 23, 1992",fr FR,R,
