No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
45,Cole Aldrich,C,6-11,250,"October 31, 1988",us US,5,Kansas
19,Jeff Ayres,C,6-9,240,"April 29, 1987",us US,5,Arizona State
11,Jamal Crawford,SG,6-5,185,"March 20, 1980",us US,15,Michigan
22,Branden Dawson,PF,6-6,225,"February 1, 1993",us US,R,Michigan State
8,Jeff Green,SF,6-8,235,"August 28, 1986",us US,7,Georgetown
32,Blake Griffin,PF,6-9,250,"March 16, 1989",us US,5,Oklahoma
33,Wesley Johnson,SF,6-7,215,"July 11, 1987",us US,5,"Iowa State, Syracuse"
6,DeAndre Jordan,C,6-11,265,"July 21, 1988",us US,7,Texas A&M
12,Luc Mbah a Moute,PF,6-8,230,"September 9, 1986",cm CM,7,UCLA
3,Chris Paul,PG,6-0,175,"May 6, 1985",us US,10,Wake Forest
34,Paul Pierce,SF,6-7,235,"October 13, 1977",us US,17,Kansas
9,Pablo Prigioni,PG,6-3,185,"May 17, 1977",ar AR,3,
4,JJ Redick,SG,6-3,200,"June 24, 1984",us US,9,Duke
25,Austin Rivers,SG,6-4,200,"August 1, 1992",us US,3,Duke
5,Josh Smith,PF,6-9,225,"December 5, 1985",us US,11,
1,Lance Stephenson,SF,6-6,230,"September 5, 1990",us US,5,Cincinnati
35,Alex Stepheson,PF,6-10,270,"August 7, 1987",us US,R,"UNC, USC"
30,C.J. Wilcox,SG,6-5,195,"December 30, 1990",us US,1,Washington
