No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
24,Kent Bazemore,SF,6-4,195,"July 1, 1989",us US,3,Old Dominion
10,Tim Hardaway Jr.,SG,6-5,205,"March 16, 1992",us US,2,Michigan
12,Kirk Hinrich,PG,6-4,190,"January 2, 1981",us US,12,Kansas
7,Justin Holiday,SG,6-6,180,"April 5, 1989",us US,2,Washington
15,Al Horford,C,6-9,240,"June 3, 1986",do DO,8,Florida
43,Kris Humphries,PF,6-9,235,"February 6, 1985",us US,11,Minnesota
26,Kyle Korver,SG,6-7,212,"March 17, 1981",us US,12,Creighton
8,Shelvin Mack,PG,6-3,203,"April 22, 1990",us US,4,Butler
4,Paul Millsap,PF,6-7,257,"February 10, 1985",us US,9,Louisiana Tech
31,Mike Muscala,C,6-10,240,"July 1, 1991",us US,2,Bucknell
13,Lamar Patterson,SG,6-5,225,"August 12, 1991",us US,R,Pitt
17,Dennis Schröder,PG,6-1,172,"September 15, 1993",de DE,2,
32,Mike Scott,PF,6-7,237,"July 16, 1988",us US,3,Virginia
25,Thabo Sefolosha,SF,6-6,215,"May 2, 1984",ch CH,9,
11,Tiago Splitter,C,6-11,245,"January 1, 1985",br BR,5,
22,Edy Tavares,C,7-3,260,"March 22, 1992",cv CV,R,
0,Jeff Teague,PG,6-3,195,"June 10, 1988",us US,6,Wake Forest
