No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
15,Keith Appling,PG,6-1,185,"February 13, 1992",us US,R,Michigan State
3,Dewayne Dedmon,C,7-0,245,"August 12, 1989",us US,2,USC
10,Evan Fournier,SF,6-6,205,"October 29, 1992",fr FR,3,
8,Channing Frye,PF,7-0,255,"May 17, 1983",us US,9,Arizona
0,Aaron Gordon,PF,6-8,235,"September 16, 1995",us US,1,Arizona
12,Tobias Harris,PF,6-8,226,"July 15, 1992",us US,4,Tennessee
23,Mario Hezonja,SF,6-8,220,"February 25, 1995",hr HR,R,
7,Ersan İlyasova,PF,6-9,235,"May 15, 1987",tr TR,7,
55,Brandon Jennings,PG,6-1,170,"September 23, 1989",us US,6,
11,Devyn Marble,SG,6-6,200,"September 21, 1992",us US,1,Iowa
13,Shabazz Napier,PG,6-0,175,"July 14, 1991",us US,1,UConn
44,Andrew Nicholson,PF,6-9,250,"December 8, 1989",ca CA,3,St. Bonaventure
5,Victor Oladipo,SG,6-3,213,"May 4, 1992",us US,2,Indiana
4,Elfrid Payton,PG,6-3,195,"February 22, 1994",us US,1,Louisiana
14,Jason Smith,C,7-0,240,"March 2, 1986",us US,7,Colorado State
9,Nikola Vučević,C,6-10,260,"October 24, 1990",ch CH,4,USC
32,C.J. Watson,PG,6-2,175,"April 17, 1984",us US,8,Tennessee
