No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
1,Justin Anderson,SF,6-6,230,"November 19, 1993",us US,R,Virginia
5,J.J. Barea,PG,5-10,180,"June 26, 1984",pr PR,9,Northeastern University
21,Jeremy Evans,SF,6-9,200,"October 24, 1987",us US,5,Western Kentucky
2,Raymond Felton,PG,6-1,205,"June 26, 1984",us US,10,UNC
34,Devin Harris,PG,6-3,185,"February 27, 1983",us US,11,Wisconsin
12,John Jenkins,SG,6-4,215,"March 6, 1991",us US,3,Vanderbilt
42,David Lee,PF,6-9,245,"April 29, 1983",us US,10,Florida
23,Wesley Matthews,SF,6-5,220,"October 14, 1986",us US,6,Marquette
11,JaVale McGee,C,7-0,270,"January 19, 1988",us US,7,Nevada
50,Salah Mejri,C,7-2,235,"June 15, 1986",tn TN,R,
41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",de DE,17,
27,Zaza Pachulia,C,6-11,270,"February 10, 1984",ge GE,12,
25,Chandler Parsons,SF,6-9,230,"October 25, 1988",us US,4,Florida
7,Dwight Powell,PF,6-10,240,"July 20, 1991",ca CA,1,Stanford
3,Charlie Villanueva,PF,6-11,232,"August 24, 1984",us US,10,UConn
8,Deron Williams,PG,6-3,200,"June 26, 1984",us US,10,Illinois
