No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
13,Quincy Acy,PF,6-7,240,"October 6, 1990",us US,3,Baylor
5,James Anderson,SG,6-6,213,"March 25, 1989",us US,4,Oklahoma State
3,Marco Belinelli,SG,6-5,220,"March 25, 1986",it IT,8,
31,Caron Butler,SF,6-7,228,"March 13, 1980",us US,13,UConn
18,Omri Casspi,PF,6-9,225,"June 22, 1988",il IL,6,
0,Willie Cauley-Stein,C,7-0,240,"August 18, 1993",us US,R,Kentucky
7,Darren Collison,PG,6-0,175,"August 23, 1987",us US,6,UCLA
15,DeMarcus Cousins,C,6-10,270,"August 13, 1990",us US,5,Kentucky
30,Seth Curry,PG,6-1,185,"August 23, 1990",us US,2,"Liberty, Duke"
26,Duje Dukan,SF,6-9,220,"December 4, 1991",hr HR,R,Wisconsin
8,Rudy Gay,SF,6-8,250,"August 17, 1986",us US,9,UConn
41,Kosta Koufos,C,7-0,245,"February 24, 1989",us US,7,Ohio State
23,Ben McLemore,SG,6-3,195,"February 11, 1993",us US,2,Kansas
25,Eric Moreland,PF,6-10,238,"December 24, 1991",us US,1,Oregon State
9,Rajon Rondo,PG,6-1,180,"February 22, 1986",us US,9,Kentucky
