No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Avery Bradley,SG,6-3,180,"November 26, 1990",us US,5,Texas
63,Coty Clarke,SF,6-7,232,"July 4, 1992",us US,R,Arkansas
99,Jae Crowder,SF,6-6,235,"July 6, 1990",us US,3,Marquette
30,John Holland,SF,6-5,205,"November 6, 1988",us US,R,Boston University
28,R.J. Hunter,SG,6-5,185,"October 24, 1993",us US,R,Georgia State University
8,Jonas Jerebko,PF,6-10,231,"March 2, 1987",se SE,5,
90,Amir Johnson,PF,6-9,240,"May 1, 1987",us US,10,
42,David Lee,PF,6-9,245,"April 29, 1983",us US,10,Florida
55,Jordan Mickey,PF,6-8,235,"July 9, 1994",us US,R,LSU
41,Kelly Olynyk,C,6-11,240,"April 19, 1991",ca CA,2,Gonzaga
12,Terry Rozier,PG,6-1,190,"March 17, 1994",us US,R,Louisville
36,Marcus Smart,PG,6-3,220,"March 6, 1994",us US,1,Oklahoma State
7,Jared Sullinger,PF,6-9,260,"March 4, 1992",us US,3,Ohio State
4,Isaiah Thomas,PG,5-9,185,"February 7, 1989",us US,4,Washington
11,Evan Turner,SG,6-6,220,"October 27, 1988",us US,5,Ohio State
13,James Young,SG,6-6,215,"August 16, 1995",us US,1,Kentucky
44,Tyler Zeller,C,7-0,253,"January 17, 1990",us US,3,UNC
