No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
34,Giannis Antetokounmpo,PG,6-11,242,"December 6, 1994",gr GR,2,
19,Jerryd Bayless,SG,6-3,200,"August 20, 1988",us US,7,Arizona
5,Michael Carter-Williams,PG,6-5,190,"October 10, 1991",us US,2,Syracuse
9,Chris Copeland,PF,6-9,239,"March 17, 1984",us US,3,Colorado
9,Jared Cunningham,SG,6-4,195,"May 22, 1991",us US,3,Oregon State
11,Tyler Ennis,PG,6-3,194,"August 24, 1994",ca CA,1,Syracuse
31,John Henson,C,6-9,219,"December 28, 1990",us US,3,UNC
17,Damien Inglis,SF,6-8,246,"May 20, 1995",gf GF,R,
3,O.J. Mayo,SG,6-5,210,"November 5, 1987",us US,7,USC
22,Khris Middleton,SG,6-7,222,"August 12, 1991",us US,3,Texas A&M
15,Greg Monroe,C,6-11,265,"June 4, 1990",us US,5,Georgetown
6,Steve Novak,PF,6-10,225,"June 13, 1983",us US,9,Marquette
77,Johnny O'Bryant,PF,6-9,257,"June 1, 1993",us US,1,LSU
12,Jabari Parker,PF,6-8,245,"March 15, 1995",us US,1,Duke
18,Miles Plumlee,C,6-11,249,"September 1, 1988",us US,3,Duke
21,Greivis Vásquez,PG,6-6,217,"January 16, 1987",ve VE,5,Maryland
20,Rashad Vaughn,SG,6-6,202,"August 16, 1996",us US,R,UNLV
