No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
3,Jordan Adams,SG,6-5,209,"July 8, 1994",us US,1,UCLA
9,Tony Allen,SG,6-4,213,"January 11, 1982",us US,11,"Butler County Community College, Oklahoma State"
7,Chris Andersen,C,6-10,245,"July 7, 1978",us US,13,Blinn College
22,Matt Barnes,SF,6-7,226,"March 9, 1980",us US,12,UCLA
15,Vince Carter,SG,6-6,220,"January 26, 1977",us US,17,UNC
6,Mario Chalmers,PG,6-2,190,"May 19, 1986",us US,7,Kansas
11,Mike Conley,PG,6-0,175,"October 11, 1987",us US,8,Ohio State
8,Bryce Cotton,PG,6-1,165,"August 11, 1992",us US,1,Providence
8,James Ennis III,SF,6-6,215,"July 1, 1990",us US,1,Cal State Long Beach
4,Jordan Farmar,PG,6-2,180,"November 30, 1986",us US,8,UCLA
33,Marc Gasol,C,6-11,255,"January 29, 1985",es ES,7,
0,JaMychal Green,PF,6-8,227,"June 21, 1990",us US,1,Alabama
32,Jeff Green,SF,6-8,235,"August 28, 1986",us US,7,Georgetown
19,P.J. Hairston,SF,6-6,230,"December 24, 1992",us US,1,UNC
20,Ryan Hollins,C,7-0,240,"October 10, 1984",us US,9,UCLA
5,Courtney Lee,SG,6-5,215,"October 3, 1985",us US,7,Western Kentucky
10,Jarell Martin,PF,6-10,239,"May 24, 1994",us US,R,LSU
5,Ray McCallum,PG,6-3,190,"June 12, 1991",us US,2,Detroit Mercy
14,Xavier Munford,SG,6-2,180,"June 1, 1992",us US,R,Rhode Island
50,Zach Randolph,PF,6-9,250,"July 16, 1981",us US,14,Michigan State
2,Russ Smith,PG,6-0,165,"April 19, 1991",us US,1,Louisville
1,Lance Stephenson,SF,6-6,230,"September 5, 1990",us US,5,Cincinnati
35,Alex Stepheson,PF,6-10,270,"August 7, 1987",us US,R,"UNC, USC"
1,Jarnell Stokes,C,6-9,263,"January 7, 1994",us US,1,Tennessee
19,Beno Udrih,PG,6-3,205,"July 5, 1982",si SI,11,
2,Briante Weber,PG,6-2,165,"December 29, 1992",us US,R,VCU
25,Elliot Williams,PG,6-5,190,"June 20, 1989",us US,3,"Duke, Memphis"
34,Brandan Wright,PF,6-10,210,"October 5, 1987",us US,7,UNC
