No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",us US,9,Texas
1,Kyle Anderson,SF,6-9,230,"September 20, 1993",us US,1,UCLA
15,Matt Bonner,C,6-10,235,"April 5, 1980",us US,11,Florida
18,Rasual Butler,SF,6-7,215,"May 23, 1979",us US,12,La Salle
33,Boris Diaw,PF,6-8,250,"April 16, 1982",fr FR,12,
21,Tim Duncan,C,6-11,250,"April 25, 1976",vi VI,18,Wake Forest
20,Manu Ginóbili,SG,6-6,205,"July 28, 1977",ar AR,13,
14,Danny Green,SG,6-6,215,"June 22, 1987",us US,6,UNC
2,Kawhi Leonard,SF,6-7,225,"June 29, 1991",us US,4,San Diego State
40,Boban Marjanović,C,7-4,290,"August 15, 1988",rs RS,R,
23,Kevin Martin,SG,6-7,199,"February 1, 1983",us US,11,Western Carolina University
3,Ray McCallum,PG,6-3,190,"June 12, 1991",us US,2,Detroit Mercy
24,Andre Miller,PG,6-3,200,"March 19, 1976",us US,16,Utah
8,Patty Mills,PG,6-2,180,"August 11, 1988",au AU,6,Saint Mary's
9,Tony Parker,PG,6-2,185,"May 17, 1982",be BE,14,
17,Jonathon Simmons,SG,6-6,195,"September 14, 1989",us US,R,Houston
30,David West,PF,6-9,250,"August 29, 1980",us US,12,Xavier
