No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
2,Brandon Bass,PF,6-8,250,"April 30, 1985",us US,10,LSU
28,Tarik Black,C,6-9,250,"November 22, 1991",us US,1,"Memphis, Kansas"
3,Anthony Brown,SF,6-7,210,"October 10, 1992",us US,R,Stanford
24,Kobe Bryant,SF,6-6,212,"August 23, 1978",us US,19,
6,Jordan Clarkson,SG,6-3,194,"June 7, 1992",us US,1,"Tulsa, Missouri"
17,Roy Hibbert,C,7-2,270,"December 11, 1986",us US,7,Georgetown
9,Marcelo Huertas,PG,6-3,200,"May 25, 1983",br BR,R,
4,Ryan Kelly,PF,6-11,230,"April 9, 1991",us US,2,Duke
7,Larry Nance Jr.,PF,6-8,245,"January 1, 1993",us US,R,Wyoming
30,Julius Randle,PF,6-8,250,"November 29, 1994",us US,1,Kentucky
1,D'Angelo Russell,PG,6-3,193,"February 23, 1996",us US,R,Ohio State
50,Robert Sacre,C,7-0,270,"June 6, 1989",us US,3,Gonzaga
23,Lou Williams,SG,6-2,175,"October 27, 1986",us US,10,
37,Metta World Peace,SF,6-7,260,"November 13, 1979",us US,15,St. John's
0,Nick Young,SG,6-7,210,"June 1, 1985",us US,8,USC
