No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
4,Arron Afflalo,SG,6-5,210,"October 15, 1985",us US,8,UCLA
17,Lou Amundson,PF,6-9,220,"December 7, 1982",us US,9,UNLV
43,Thanasis Antetokounmpo,SF,6-7,219,"July 18, 1992",gr GR,R,
7,Carmelo Anthony,SF,6-7,238,"May 29, 1984",us US,12,Syracuse
3,José Calderón,PG,6-3,200,"September 28, 1981",es ES,10,
11,Cleanthony Early,SF,6-8,210,"April 17, 1991",us US,1,Wichita State
32,Jimmer Fredette,SG,6-2,195,"February 25, 1989",us US,4,BYU
2,Langston Galloway,PG,6-1,200,"December 9, 1991",us US,1,Saint Joseph's
13,Jerian Grant,PG,6-4,205,"October 9, 1992",us US,R,Notre Dame
8,Robin Lopez,C,7-1,281,"April 1, 1988",us US,7,Stanford
9,Kyle O'Quinn,PF,6-9,250,"March 26, 1990",us US,3,Norfolk State
6,Kristaps Porziņģis,PF,7-2,240,"August 2, 1995",lv LV,R,
1,Kevin Séraphin,C,6-9,285,"December 7, 1989",gf GF,5,
42,Lance Thomas,PF,6-8,240,"April 24, 1988",us US,4,Duke
18,Sasha Vujačić,SG,6-7,195,"March 8, 1984",si SI,8,
23,Derrick Williams,SF,6-8,240,"May 25, 1991",us US,4,Arizona
