No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
34,Vin Baker,C,6-11,232,"November 23, 1971",us US,12,University of Hartford
42,Elton Brand,PF,6-9,275,"March 11, 1979",us US,6,Duke
19,Sam Cassell,PG,6-3,185,"November 18, 1969",us US,12,Florida State
10,Howard Eisley,PG,6-2,177,"December 4, 1972",us US,11,Boston College
3,Daniel Ewing,SG,6-3,185,"March 26, 1983",us US,R,Duke
4,Anthony Goldwire,PG,6-1,182,"September 6, 1971",us US,7,Houston
35,Chris Kaman,C,7-0,265,"April 28, 1982",us US,2,Central Michigan University
8,Yaroslav Korolev,SF,6-9,203,"May 7, 1987",ru RU,R,
14,Shaun Livingston,PG,6-7,192,"September 11, 1985",us US,1,
50,Corey Maggette,SF,6-6,218,"November 12, 1979",us US,6,Duke
0,Walter McCarty,SF,6-10,230,"February 1, 1974",us US,9,Kentucky
5,Cuttino Mobley,SG,6-4,190,"September 1, 1975",us US,7,Rhode Island
22,Boniface N'Dong,C,7-0,198,"March 9, 1977",sn SN,R,
7,Vladimir Radmanović,PF,6-10,227,"November 19, 1980",ba BA,4,
11,Željko Rebrača,C,7-0,257,"April 9, 1972",rs RS,4,
13,Quinton Ross,SF,6-6,195,"April 30, 1981",us US,1,SMU
15,James Singleton,SF,6-8,216,"July 20, 1981",us US,R,Murray State
54,Chris Wilcox,C,6-10,221,"September 3, 1982",us US,3,Maryland
