No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,Derek Anderson,SG,6-5,194,"July 18, 1974",us US,8,"Ohio State, Kentucky"
49,Shandon Anderson,SF,6-6,208,"December 31, 1973",us US,9,Georgia
30,Earl Barron,C,7-0,250,"August 14, 1981",us US,R,Memphis
51,Michael Doleac,C,6-11,262,"June 15, 1977",us US,7,Utah
4,Gerald Fitch,PG,6-3,188,"August 12, 1982",us US,R,Kentucky
40,Udonis Haslem,PF,6-8,235,"June 9, 1980",us US,2,Florida
24,Jason Kapono,SF,6-8,213,"February 4, 1981",us US,2,UCLA
33,Alonzo Mourning,C,6-10,240,"February 8, 1970",us US,12,Georgetown
32,Shaquille O'Neal,C,7-1,325,"March 6, 1972",us US,13,LSU
20,Gary Payton,PG,6-4,180,"July 23, 1968",us US,15,Oregon State
42,James Posey,SF,6-8,215,"January 13, 1977",us US,6,Xavier
25,Wayne Simien,PF,6-9,255,"March 9, 1983",us US,R,Kansas
3,Dwyane Wade,SG,6-4,220,"January 17, 1982",us US,2,Marquette
8,Antoine Walker,PF,6-9,224,"August 12, 1976",us US,9,Kentucky
44,Matt Walsh,SG,6-6,205,"December 2, 1982",us US,R,Florida
55,Jason Williams,PG,6-1,190,"November 18, 1975",us US,7,"Marshall, Florida"
1,Dorell Wright,SF,6-9,205,"December 2, 1985",us US,1,
