No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
3,Shareef Abdur-Rahim,PF,6-9,225,"December 11, 1976",us US,9,California
10,Mike Bibby,PG,6-1,190,"May 13, 1978",us US,7,Arizona
32,Francisco García,SF,6-7,195,"December 31, 1981",do DO,R,Louisville
5,Jason Hart,PG,6-3,185,"April 29, 1978",us US,4,Syracuse
23,Kevin Martin,SG,6-7,199,"February 1, 1983",us US,1,Western Carolina University
52,Brad Miller,C,6-11,244,"April 12, 1976",us US,7,Purdue
15,Sergei Monia,SF,6-8,220,"April 15, 1983",ru RU,R,
20,Vitaly Potapenko,C,6-10,280,"March 21, 1975",ua UA,9,Wright State University
7,Ronnie Price,PG,6-2,190,"June 21, 1983",us US,R,"Nicholls State, Utah Valley"
31,Jamal Sampson,PF,6-11,235,"May 15, 1983",us US,3,California
54,Brian Skinner,PF,6-9,255,"May 19, 1976",us US,7,Baylor
16,Peja Stojaković,SF,6-10,229,"June 9, 1977",hr HR,7,
9,Kenny Thomas,PF,6-7,261,"July 25, 1977",us US,6,New Mexico
42,Bonzi Wells,SG,6-5,210,"September 28, 1976",us US,7,Ball State University
34,Corliss Williamson,SF,6-7,245,"December 4, 1973",us US,10,Arkansas
93,Metta World Peace,SF,6-7,260,"November 13, 1979",us US,6,St. John's
