No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
17,Brent Barry,SG,6-6,185,"December 31, 1971",us US,10,Oregon State
12,Bruce Bowen,SF,6-7,185,"June 14, 1971",us US,9,Cal State Fullerton
21,Tim Duncan,PF,6-11,250,"April 25, 1976",vi VI,8,Wake Forest
4,Michael Finley,SG,6-7,215,"March 6, 1973",us US,10,Wisconsin
20,Manu Ginóbili,SG,6-6,205,"July 28, 1977",ar AR,3,
5,Robert Horry,PF,6-10,240,"August 25, 1970",us US,13,Alabama
40,Sean Marks,PF,6-10,250,"August 23, 1975",nz NZ,5,California
2,Nazr Mohammed,C,6-10,221,"September 5, 1977",us US,7,Kentucky
8,Rasho Nesterović,C,7-0,248,"May 30, 1976",si SI,7,
7,Fabricio Oberto,C,6-10,245,"March 21, 1975",ar AR,R,
9,Tony Parker,PG,6-2,185,"May 17, 1982",be BE,4,
34,Melvin Sanders,SG,6-5,210,"January 3, 1981",us US,R,"Seward County Community College, Oklahoma State"
25,Alex Scales,SG,6-4,185,"July 3, 1978",us US,R,Oregon
14,Beno Udrih,PG,6-3,205,"July 5, 1982",si SI,1,
31,Nick Van Exel,PG,6-1,170,"November 27, 1971",us US,12,"Trinity Valley CC, Cincinnati"
