No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
55,Rafael Araújo,C,6-11,280,"August 12, 1980",br BR,1,BYU
12,Andre Barrett,PG,5-10,172,"February 21, 1982",us US,1,Seton Hall
16,Matt Bonner,PF,6-10,235,"April 5, 1980",us US,1,Florida
4,Chris Bosh,C,6-11,235,"March 24, 1984",us US,2,Georgia Tech
8,José Calderón,SG,6-3,200,"September 28, 1981",es ES,R,
33,Antonio Davis,C,6-9,215,"October 31, 1968",us US,12,Texas-El Paso
14,Joey Graham,SF,6-7,225,"June 11, 1982",us US,R,"Central Florida, Oklahoma State"
13,Mike James,PG,6-2,188,"June 23, 1975",us US,4,Duquesne
2,Darrick Martin,PG,5-11,170,"March 6, 1971",us US,10,UCLA
24,Morris Peterson,SG,6-7,218,"August 26, 1977",us US,5,Michigan State
5,Jalen Rose,SF,6-8,210,"January 30, 1973",us US,11,Michigan
9,Pape Sow,C,6-10,250,"November 22, 1981",sn SN,1,Cal State Fullerton
31,Charlie Villanueva,PF,6-11,232,"August 24, 1984",us US,R,UConn
34,Aaron Williams,C,6-9,220,"October 2, 1971",us US,11,Xavier
20,Alvin Williams,PG,6-5,185,"August 6, 1974",us US,7,Villanova
17,Eric Williams,SF,6-8,220,"July 17, 1972",us US,10,"Vincennes University, Providence"
3,Loren Woods,C,7-1,245,"June 21, 1978",us US,4,"Wake Forest, Arizona"
