No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
3,Marcus Banks,PG,6-2,200,"November 19, 1981",us US,2,UNLV
30,Mark Blount,C,7-0,230,"November 30, 1975",us US,5,Pitt
7,Anthony Carter,PG,6-1,190,"June 16, 1975",us US,6,Hawaii
31,Ricky Davis,SF,6-6,195,"September 23, 1979",us US,7,Iowa
12,Ronald Dupree,SF,6-7,209,"January 26, 1981",us US,2,LSU
24,Richie Frahm,SG,6-5,210,"August 14, 1977",us US,2,Gonzaga
21,Kevin Garnett,PF,6-11,240,"May 19, 1976",us US,10,
41,Eddie Griffin,C,6-10,220,"May 30, 1982",us US,3,Seton Hall
23,Trenton Hassell,SG,6-5,200,"March 4, 1979",us US,4,Austin Peay State University
16,Troy Hudson,PG,6-1,170,"March 13, 1976",us US,8,"Missouri, Southern Illinois"
55,Marko Jarić,PG,6-7,198,"October 12, 1978",rs RS,3,
35,Mark Madsen,C,6-9,240,"January 28, 1976",us US,5,Stanford
1,Rashad McCants,SG,6-4,207,"September 25, 1984",us US,R,UNC
34,Michael Olowokandi,C,7-0,269,"April 3, 1975",ng NG,7,University of the Pacific
9,Justin Reed,SF,6-8,240,"January 16, 1982",us US,1,Ole Miss
10,Wally Szczerbiak,SF,6-7,244,"March 5, 1977",es ES,6,Miami University
17,Nikoloz Tskitishvili,PF,7-0,225,"April 14, 1983",ge GE,3,
6,Bracey Wright,SG,6-3,210,"July 1, 1984",us US,R,Indiana
