No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
1,Trevor Ariza,SF,6-8,215,"June 30, 1985",us US,1,UCLA
30,Carlos Arroyo,SG,6-2,202,"July 30, 1979",pr PR,4,Florida International University
2,Stacey Augmon,SF,6-8,205,"August 1, 1968",us US,14,UNLV
4,Tony Battie,C,6-11,230,"February 11, 1976",us US,8,Texas Tech
13,Kelvin Cato,C,6-11,255,"August 26, 1974",us US,8,"University of South Alabama, Iowa State"
34,Travis Diener,PG,6-1,175,"March 1, 1982",us US,R,Marquette
5,Keyon Dooling,PG,6-3,196,"May 8, 1980",us US,5,Missouri
3,Steve Francis,PG,6-3,195,"February 21, 1977",us US,6,Maryland
8,Pat Garrity,PF,6-9,238,"August 23, 1976",us US,7,Notre Dame
33,Grant Hill,SF,6-8,225,"October 5, 1972",us US,10,Duke
12,Dwight Howard,PF,6-10,265,"December 8, 1985",us US,1,
41,Mario Kasun,C,7-1,260,"April 5, 1980",hr HR,1,
31,Darko Miličić,C,7-0,250,"June 20, 1985",rs RS,2,
40,Terence Morris,SF,6-9,221,"January 11, 1979",us US,2,Maryland
14,Jameer Nelson,PG,6-0,190,"February 9, 1982",us US,1,Saint Joseph's
45,Bo Outlaw,PF,6-8,210,"April 13, 1971",us US,12,"South Plains College, Houston"
9,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",us US,5,
15,Hedo Türkoğlu,SF,6-10,220,"March 19, 1979",tr TR,5,
