No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
21,Trevor Ariza,SF,6-8,215,"June 30, 1985",us US,1,UCLA
9,Matt Barnes,SF,6-7,226,"March 9, 1980",us US,2,UCLA
45,Jackie Butler,C,6-10,250,"March 10, 1985",us US,1,
11,Jamal Crawford,SG,6-5,185,"March 20, 1980",us US,5,Michigan
34,Eddy Curry,C,7-0,295,"December 5, 1982",us US,4,
32,Antonio Davis,PF,6-9,215,"October 31, 1968",us US,12,Texas-El Paso
1,Steve Francis,SG,6-3,195,"February 21, 1977",us US,6,Maryland
7,Channing Frye,C,7-0,255,"May 17, 1983",us US,R,Arizona
1,Anfernee Hardaway,SF,6-7,195,"July 18, 1971",us US,12,Memphis
31,Jerome James,C,7-0,300,"November 17, 1975",us US,5,Florida A&M
42,David Lee,SF,6-9,245,"April 29, 1983",us US,R,Florida
3,Stephon Marbury,PG,6-2,180,"February 20, 1977",us US,9,Georgia Tech
23,Quentin Richardson,SF,6-6,223,"April 13, 1980",us US,5,DePaul
4,Nate Robinson,PG,5-9,180,"May 31, 1984",us US,R,Washington
5,Jalen Rose,SG,6-8,210,"January 30, 1973",us US,11,Michigan
13,Malik Rose,PF,6-7,250,"November 23, 1974",us US,9,Drexel
2,Maurice Taylor,PF,6-9,260,"October 30, 1976",us US,7,"Michigan, LSU"
8,Ime Udoka,SF,6-6,215,"August 9, 1977",us US,1,"San Francisco, Portland State"
6,Qyntel Woods,SF,6-8,221,"February 16, 1981",us US,3,Northeast Mississippi Community College
