No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,Carlos Boozer,PF,6-9,258,"November 20, 1981",de DE,3,Duke
23,Devin Brown,SG,6-5,220,"December 30, 1978",us US,3,Texas-San Antonio
31,Jarron Collins,C,6-11,255,"December 2, 1978",us US,4,Stanford
10,Gordan Giriček,SG,6-6,210,"June 20, 1977",hr HR,3,
15,Matt Harpring,SF,6-7,231,"May 31, 1976",us US,7,Georgia Tech
43,Kris Humphries,PF,6-9,235,"February 6, 1985",us US,1,Minnesota
47,Andrei Kirilenko,SF,6-9,220,"February 18, 1981",ru RU,4,
25,Keith McLeod,PG,6-2,188,"November 5, 1979",us US,2,Bowling Green
34,C.J. Miles,PG,6-6,220,"March 18, 1987",us US,R,
13,Mehmet Okur,PF,6-11,249,"May 26, 1979",tr TR,3,
0,Greg Ostertag,C,7-2,280,"March 6, 1973",us US,10,Kansas
30,Andre Owens,PG,6-4,200,"October 31, 1980",us US,R,"Indiana, Houston"
3,Milt Palacio,PG,6-3,195,"February 7, 1978",us US,6,"Midland College, Colorado State"
54,Robert Whaley,C,6-10,260,"April 16, 1982",us US,R,"Barton County Community College, Cincinnati, Walsh University"
8,Deron Williams,PG,6-3,200,"June 26, 1984",us US,R,Illinois
