No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
15,Andris Biedriņš,C,6-11,240,"April 2, 1986",lv LV,1,
3,Will Bynum,PG,6-0,185,"January 4, 1983",us US,R,"Arizona, Georgia Tech"
11,Žarko Čabarkapa,PF,6-11,235,"May 21, 1981",rs RS,2,
40,Calbert Cheaney,SF,6-7,209,"July 17, 1971",us US,12,Indiana
5,Baron Davis,PG,6-3,209,"April 13, 1979",us US,6,UCLA
9,Ike Diogu,PF,6-8,250,"September 11, 1983",us US,R,Arizona State
34,Mike Dunleavy,SF,6-9,230,"September 15, 1980",us US,3,Duke
8,Monta Ellis,SG,6-3,185,"October 26, 1985",us US,R,
4,Derek Fisher,PG,6-1,200,"August 9, 1974",us US,9,Little Rock
31,Adonal Foyle,C,6-10,250,"March 9, 1975",vc VC,8,Colgate
0,Aaron Miles,PG,6-1,175,"April 13, 1983",us US,R,Kansas
1,Troy Murphy,PF,6-11,245,"May 2, 1980",us US,4,Notre Dame
2,Mickaël Piétrus,SF,6-6,215,"February 7, 1982",gp GP,2,
23,Jason Richardson,SG,6-6,220,"January 20, 1981",us US,4,Michigan State
21,Chris Taft,C,6-10,260,"March 10, 1985",us US,R,Pitt
