No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
10,Darrell Armstrong,PG,6-0,170,"June 22, 1968",us US,11,Fayetteville State University
13,Doug Christie,SG,6-6,200,"May 9, 1970",us US,13,Pepperdine
25,Erick Dampier,C,6-11,265,"July 14, 1975",us US,9,Mississippi State
6,Marquis Daniels,SG,6-6,200,"January 7, 1981",us US,2,Auburn
7,DeSagana Diop,C,7-0,300,"January 30, 1982",sn SN,4,
44,Adrian Griffin,SG,6-5,217,"July 4, 1974",us US,6,Seton Hall
34,Devin Harris,PG,6-3,185,"February 27, 1983",us US,1,Wisconsin
5,Josh Howard,SF,6-7,210,"April 28, 1980",us US,2,Wake Forest
28,D.J. Mbenga,C,7-0,245,"December 30, 1980",cd CD,1,
1,Rawle Marshall,SF,6-9,190,"February 20, 1982",gy GY,R,"Ball State University, Oakland"
41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",de DE,7,
24,Pavel Podkolzin,C,7-5,260,"January 15, 1985",ru RU,1,
33,Josh Powell,PF,6-9,225,"January 25, 1983",us US,R,NC State
42,Jerry Stackhouse,SG,6-6,218,"November 5, 1974",us US,10,UNC
31,Jason Terry,PG,6-2,185,"September 15, 1977",us US,6,Arizona
2,Keith Van Horn,SF,6-10,220,"October 23, 1975",us US,8,Utah
