No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
21,Matt Barnes,PF,6-7,226,"March 9, 1980",us US,2,UCLA
5,Michael Bradley,PF,6-10,245,"April 18, 1979",us US,4,"Kentucky, Villanova"
1,Samuel Dalembert,C,6-11,255,"May 10, 1981",ht HT,3,Seton Hall
35,Deng Gai,C,6-9,250,"March 22, 1982",ss SS,R,Fairfield
33,Willie Green,SG,6-4,200,"July 28, 1981",us US,2,Detroit Mercy
31,Zendon Hamilton,C,6-11,250,"April 27, 1975",us US,5,St. John's
45,Steven Hunter,C,7-0,220,"October 31, 1981",us US,4,DePaul
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",us US,1,Arizona
3,Allen Iverson,PG,6-0,165,"June 7, 1975",us US,9,Georgetown
26,Kyle Korver,SF,6-7,212,"March 17, 1981",us US,2,Creighton
54,Lee Nailon,PF,6-9,238,"February 22, 1975",us US,5,"Butler County Community College, TCU"
12,Kevin Ollie,SG,6-4,195,"December 27, 1972",us US,8,UConn
42,Shavlik Randolph,PF,6-10,240,"November 24, 1983",us US,R,Duke
7,John Salmons,SG,6-7,210,"December 12, 1979",us US,3,Miami (FL)
30,James Thomas,PF,6-8,235,"November 22, 1980",us US,1,Texas
4,Chris Webber,PF,6-10,245,"March 1, 1973",us US,12,Michigan
23,Lou Williams,PG,6-2,175,"October 27, 1986",us US,R,
