No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Gilbert Arenas,PG,6-4,191,"January 6, 1982",us US,4,Arizona
7,Chucky Atkins,SG,5-11,160,"August 14, 1974",us US,6,South Florida
32,Andray Blatche,PF,6-11,235,"August 22, 1986",us US,R,
52,Calvin Booth,C,6-11,230,"May 7, 1976",us US,6,Penn State
3,Caron Butler,SF,6-7,228,"March 13, 1980",us US,3,UConn
6,Antonio Daniels,SG,6-4,195,"March 19, 1975",us US,8,Bowling Green
24,Jarvis Hayes,SG,6-7,220,"August 9, 1981",us US,2,"Western Carolina University, Georgia"
33,Brendan Haywood,C,7-0,268,"November 27, 1979",us US,4,UNC
4,Antawn Jamison,SF,6-9,223,"June 12, 1976",us US,7,UNC
1,Jared Jeffries,PF,6-11,230,"November 25, 1981",us US,3,Indiana
51,Michael Ruffin,C,6-9,246,"January 21, 1977",us US,5,Tulsa
35,Awvee Storey,SF,6-6,222,"April 18, 1977",us US,1,"Illinois, Arizona State"
21,Donell Taylor,SG,6-6,180,"July 26, 1982",us US,R,"Okaloosa-Walton Community College, UAB"
12,Billy Thomas,SG,6-4,208,"December 23, 1975",us US,1,Kansas
36,Etan Thomas,C,6-9,256,"April 1, 1978",us US,4,Syracuse
