No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
15,Carmelo Anthony,SF,6-7,238,"May 29, 1984",us US,2,Syracuse
11,Earl Boykins,PG,5-5,135,"June 2, 1976",us US,7,Eastern Michigan
7,Greg Buckner,SG,6-4,210,"September 16, 1976",us US,6,Clemson
23,Marcus Camby,C,6-11,220,"March 22, 1974",us US,9,UMass
10,Howard Eisley,PG,6-2,177,"December 4, 1972",us US,11,Boston College
56,Francisco Elson,C,7-0,235,"February 28, 1976",nl NL,2,California
30,Reggie Evans,PF,6-8,245,"May 18, 1980",us US,3,Iowa
31,Nenê,PF,6-11,250,"September 13, 1982",br BR,3,
32,Julius Hodge,SG,6-7,210,"November 18, 1983",us US,R,NC State
3,DerMarr Johnson,SG,6-9,201,"May 5, 1980",us US,4,Cincinnati
43,Linas Kleiza,PF,6-8,245,"January 3, 1985",lt LT,R,Missouri
1,Voshon Lenard,SG,6-4,205,"May 14, 1973",us US,10,Minnesota
6,Kenyon Martin,PF,6-9,234,"December 30, 1977",us US,5,Cincinnati
24,Andre Miller,PG,6-3,200,"March 19, 1976",us US,6,Utah
21,Eduardo Nájera,PF,6-8,240,"July 11, 1976",mx MX,5,Oklahoma
22,Ruben Patterson,SG,6-5,224,"July 31, 1975",us US,7,Cincinnati
9,Bryon Russell,SF,6-7,225,"December 31, 1970",us US,12,Cal State Long Beach
5,Charles Smith,SG,6-4,194,"August 22, 1975",us US,4,New Mexico
8,Earl Watson,PG,6-1,195,"June 12, 1979",us US,4,UCLA
