No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
35,Malik Allen,PF,6-10,255,"June 27, 1978",us US,4,Villanova
13,Eddie Basden,SF,6-5,215,"February 15, 1983",us US,R,UNC Charlotte
3,Tyson Chandler,C,7-0,235,"October 2, 1982",us US,4,
9,Luol Deng,SF,6-9,237,"April 16, 1985",ss SS,1,Duke
21,Chris Duhon,PG,6-1,185,"August 31, 1982",us US,1,Duke
7,Ben Gordon,SG,6-3,200,"April 4, 1983",gb GB,1,UConn
1,Stephen Graham,SG,6-6,215,"June 11, 1982",us US,R,"Central Florida, Oklahoma State"
24,Othella Harrington,C,6-9,235,"January 31, 1974",us US,9,Georgetown
12,Kirk Hinrich,PG,6-4,190,"January 2, 1981",us US,2,Kansas
6,Randy Holcomb,SF,6-9,225,"August 8, 1979",us US,R,"Fresno State, San Diego State"
1,Randy Livingston,PG,6-4,209,"April 2, 1975",us US,9,LSU
5,Andrés Nocioni,PF,6-7,225,"November 30, 1979",ar AR,1,
15,Jannero Pargo,PG,6-1,175,"October 22, 1979",us US,3,Arkansas
52,Eric Piatkowski,SG,6-7,215,"September 30, 1970",us US,11,Nebraska
45,Luke Schenscher,C,7-1,255,"December 31, 1982",au AU,R,Georgia Tech
25,Darius Songaila,PF,6-9,248,"February 14, 1978",lt LT,2,Wake Forest
50,Mike Sweetney,C,6-8,275,"October 25, 1982",us US,2,Georgetown
30,James Thomas,PF,6-8,235,"November 22, 1980",us US,1,Texas
2,Tim Thomas,SF,6-10,230,"February 26, 1977",us US,8,Villanova
