No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
42,Tony Allen,PG,6-4,213,"January 11, 1982",us US,1,"Butler County Community College, Oklahoma State"
11,Marcus Banks,PG,6-2,200,"November 19, 1981",us US,2,UNLV
30,Mark Blount,C,7-0,230,"November 30, 1975",us US,5,Pitt
12,Ricky Davis,SG,6-6,195,"September 23, 1979",us US,7,Iowa
20,Dan Dickau,PG,6-0,190,"September 16, 1978",us US,3,"Washington, Gonzaga"
4,Ryan Gomes,PF,6-7,250,"September 1, 1982",us US,R,Providence
5,Gerald Green,SG,6-6,205,"January 26, 1986",us US,R,
0,Orien Greene,PG,6-4,208,"February 4, 1982",us US,R,"Florida, Louisiana"
7,Al Jefferson,PF,6-10,289,"January 4, 1985",us US,1,
27,Dwayne Jones,PF,6-11,250,"June 9, 1983",us US,R,Saint Joseph's
45,Raef LaFrentz,PF,6-11,240,"May 29, 1976",us US,7,Kansas
41,Michael Olowokandi,C,7-0,269,"April 3, 1975",ng NG,7,University of the Pacific
43,Kendrick Perkins,C,6-10,270,"November 10, 1984",us US,2,
34,Paul Pierce,SF,6-7,235,"October 13, 1977",us US,7,Kansas
9,Justin Reed,SF,6-8,240,"January 16, 1982",us US,1,Ole Miss
44,Brian Scalabrine,PF,6-9,241,"March 18, 1978",us US,4,USC
55,Wally Szczerbiak,SF,6-7,244,"March 5, 1977",es ES,6,Miami University
13,Delonte West,PG,6-4,180,"July 26, 1983",us US,1,Saint Joseph's
