No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
17,Lou Amundson,PF,6-9,220,"December 7, 1982",us US,3,UNLV
10,Leandro Barbosa,PG,6-3,194,"November 28, 1982",br BR,6,
55,Earl Clark,PF,6-10,225,"January 17, 1988",us US,R,Louisville
20,Jarron Collins,C,6-11,255,"December 2, 1978",us US,8,Stanford
2,Goran Dragić,PG,6-4,190,"May 6, 1986",si SI,1,
3,Jared Dudley,SF,6-6,237,"July 10, 1985",us US,2,Boston College
8,Channing Frye,C,7-0,255,"May 17, 1983",us US,4,Arizona
32,Taylor Griffin,SF,6-7,238,"April 18, 1986",us US,R,Oklahoma
33,Grant Hill,SF,6-8,225,"October 5, 1972",us US,14,Duke
21,Dwayne Jones,PF,6-11,250,"June 9, 1983",us US,4,Saint Joseph's
15,Robin Lopez,C,7-1,281,"April 1, 1988",us US,1,Stanford
13,Steve Nash,PG,6-3,195,"February 7, 1974",za ZA,13,Santa Clara
23,Jason Richardson,SG,6-6,220,"January 20, 1981",us US,8,Michigan State
1,Amar'e Stoudemire,PF,6-10,245,"November 16, 1982",us US,7,
29,Alando Tucker,SF,6-6,205,"February 11, 1984",us US,2,Wisconsin
