No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
33,Ryan Anderson,PF,6-9,240,"May 6, 1988",us US,1,California
22,Matt Barnes,SF,6-7,226,"March 9, 1980",us US,6,UCLA
30,Brandon Bass,PF,6-8,250,"April 30, 1985",us US,4,LSU
15,Vince Carter,SG,6-6,220,"January 26, 1977",us US,11,UNC
13,Marcin Gortat,C,6-11,240,"February 17, 1984",pl PL,2,
12,Dwight Howard,C,6-10,265,"December 8, 1985",us US,5,
8,Anthony Johnson,PG,6-3,190,"October 2, 1974",us US,12,College of Charleston
9,Rashard Lewis,PF,6-10,215,"August 8, 1979",us US,11,
14,Jameer Nelson,PG,6-0,190,"February 9, 1982",us US,5,Saint Joseph's
20,Mickaël Piétrus,SF,6-6,215,"February 7, 1982",gp GP,6,
7,JJ Redick,SG,6-3,200,"June 24, 1984",us US,3,Duke
44,Jason Williams,PG,6-1,190,"November 18, 1975",us US,10,"Marshall, Florida"
