No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
8,Antonio Anderson,SF,6-6,215,"June 5, 1985",us US,R,Memphis
40,Ryan Bowen,SF,6-7,215,"November 20, 1975",us US,9,Iowa
4,Nick Collison,C,6-10,255,"October 26, 1980",us US,5,Kansas
35,Kevin Durant,SF,6-11,240,"September 29, 1988",us US,2,Texas
22,Jeff Green,PF,6-8,235,"August 28, 1986",us US,2,Georgetown
13,James Harden,SG,6-5,220,"August 26, 1989",us US,R,Arizona State
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg CG,R,
12,Nenad Krstić,C,7-0,240,"July 25, 1983",rs RS,5,
14,Shaun Livingston,PG,6-7,192,"September 11, 1985",us US,4,
6,Eric Maynor,PG,6-3,175,"June 11, 1987",us US,R,VCU
23,Byron Mullens,PF,7-0,275,"February 14, 1989",us US,R,Ohio State
7,Kevin Ollie,PG,6-4,195,"December 27, 1972",us US,12,UConn
2,Thabo Sefolosha,SG,6-6,215,"May 2, 1984",ch CH,3,
36,Etan Thomas,C,6-9,256,"April 1, 1978",us US,7,Syracuse
5,Kyle Weaver,SG,6-6,201,"February 18, 1986",us US,1,Washington State
0,Russell Westbrook,PG,6-4,200,"November 12, 1988",us US,1,UCLA
3,D.J. White,PF,6-9,251,"August 31, 1986",us US,1,Indiana
29,Mike Wilks,PG,5-10,185,"May 7, 1979",us US,6,Rice University
