No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
42,Charlie Bell,SG,6-3,200,"March 12, 1979",us US,5,Michigan State
6,Andrew Bogut,C,7-0,260,"November 28, 1984",au AU,4,Utah
9,Primož Brezec,C,7-2,252,"October 2, 1979",si SI,7,
10,Carlos Delfino,SF,6-6,230,"August 29, 1982",ar AR,4,
9,Francisco Elson,C,7-0,235,"February 28, 1976",nl NL,6,California
50,Dan Gadzuric,C,6-11,240,"February 2, 1978",nl NL,7,UCLA
7,Ersan İlyasova,PF,6-9,235,"May 15, 1987",tr TR,1,
11,Royal Ivey,SG,6-3,200,"December 20, 1981",us US,5,Texas
0,Darnell Jackson,PF,6-9,253,"November 7, 1985",us US,1,Kansas
3,Brandon Jennings,PG,6-1,170,"September 23, 1989",us US,R,
12,Luc Mbah a Moute,PF,6-8,230,"September 9, 1986",cm CM,1,UCLA
23,Jodie Meeks,SG,6-4,210,"August 21, 1987",us US,R,Kentucky
22,Michael Redd,SG,6-6,220,"August 24, 1979",us US,9,Ohio State
13,Luke Ridnour,PG,6-2,175,"February 13, 1981",us US,6,Oregon
15,John Salmons,SG,6-7,210,"December 12, 1979",us US,7,Miami (FL)
24,Jerry Stackhouse,SG,6-6,218,"November 5, 1974",us US,14,UNC
40,Kurt Thomas,C,6-9,230,"October 4, 1972",us US,14,TCU
20,Roko Ukić,PG,6-5,183,"May 12, 1984",hr HR,1,
21,Hakim Warrick,PF,6-9,219,"July 8, 1982",us US,4,Syracuse
