No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
45,DeJuan Blair,PF,6-7,270,"April 22, 1989",us US,R,Pitt
10,Keith Bogans,SF,6-5,215,"May 12, 1980",us US,6,Kentucky
15,Matt Bonner,PF,6-10,235,"April 5, 1980",us US,5,Florida
21,Tim Duncan,C,6-11,250,"April 25, 1976",vi VI,12,Wake Forest
4,Michael Finley,SF,6-7,215,"March 6, 1973",us US,14,Wisconsin
20,Manu Ginóbili,SG,6-6,205,"July 28, 1977",ar AR,7,
1,Malik Hairston,SG,6-6,220,"February 23, 1987",us US,1,Oregon
22,Marcus Haislip,SF,6-10,230,"December 22, 1980",us US,3,Tennessee
3,George Hill,PG,6-4,188,"May 4, 1986",us US,1,IUPUI
11,Cedric Jackson,PG,6-3,191,"March 5, 1986",us US,R,"St. John's, Cleveland State University"
24,Richard Jefferson,SF,6-7,233,"June 21, 1980",us US,8,Arizona
28,Ian Mahinmi,C,6-11,262,"November 5, 1986",fr FR,1,
8,Roger Mason,SG,6-5,200,"September 10, 1980",us US,5,Virginia
34,Antonio McDyess,PF,6-9,220,"September 7, 1974",us US,13,Alabama
9,Tony Parker,PG,6-2,185,"May 17, 1982",be BE,8,
42,Theo Ratliff,C,6-10,225,"April 17, 1973",us US,14,Wyoming
2,Garrett Temple,SG,6-5,195,"May 8, 1986",us US,R,LSU
