No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
11,J.J. Barea,PG,5-10,180,"June 26, 1984",pr PR,3,Northeastern University
3,Rodrigue Beaubois,PG,6-0,170,"February 24, 1988",gp GP,R,
4,Caron Butler,SG,6-7,228,"March 13, 1980",us US,7,UConn
13,Matt Carroll,SG,6-6,212,"August 28, 1980",us US,6,Notre Dame
25,Erick Dampier,C,6-11,265,"July 14, 1975",us US,13,Mississippi State
90,Drew Gooden,C,6-10,250,"September 24, 1981",us US,7,Kansas
33,Brendan Haywood,C,7-0,268,"November 27, 1979",us US,8,UNC
5,Josh Howard,SF,6-7,210,"April 28, 1980",us US,6,Wake Forest
43,Kris Humphries,PF,6-9,235,"February 6, 1985",us US,5,Minnesota
2,Jason Kidd,PG,6-4,205,"March 23, 1973",us US,15,California
0,Shawn Marion,SF,6-7,220,"May 7, 1978",us US,10,"Vincennes University, UNLV"
14,Eduardo Nájera,PF,6-8,240,"July 11, 1976",mx MX,9,Oklahoma
41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",de DE,11,
6,Quinton Ross,SF,6-6,195,"April 30, 1981",us US,5,SMU
33,James Singleton,SF,6-8,216,"July 20, 1981",us US,3,Murray State
92,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",us US,9,
31,Jason Terry,SG,6-2,185,"September 15, 1977",us US,10,Arizona
7,Tim Thomas,SF,6-10,230,"February 26, 1977",us US,12,Villanova
