No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,Shannon Brown,SG,6-4,205,"November 29, 1985",us US,3,Michigan State
24,Kobe Bryant,SG,6-6,212,"August 23, 1978",us US,13,
17,Andrew Bynum,C,7-0,285,"October 27, 1987",us US,4,
1,Jordan Farmar,PG,6-2,180,"November 30, 1986",us US,3,UCLA
2,Derek Fisher,PG,6-1,200,"August 9, 1974",us US,13,Little Rock
16,Pau Gasol,C,7-0,250,"July 6, 1980",es ES,8,
28,D.J. Mbenga,C,7-0,245,"December 30, 1980",cd CD,5,
6,Adam Morrison,SF,6-8,205,"July 19, 1984",us US,2,Gonzaga
7,Lamar Odom,PF,6-10,220,"November 6, 1979",us US,10,Rhode Island
21,Josh Powell,PF,6-9,225,"January 25, 1983",us US,4,NC State
18,Sasha Vujačić,SG,6-7,195,"March 8, 1984",si SI,5,
4,Luke Walton,SF,6-8,235,"March 28, 1980",us US,6,Arizona
37,Metta World Peace,SF,6-7,260,"November 13, 1979",us US,10,St. John's
