No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Darrell Arthur,PF,6-9,235,"March 25, 1988",us US,1,Kansas
9,Ronnie Brewer,SG,6-7,220,"March 20, 1985",us US,3,Arkansas
1,DeMarre Carroll,SF,6-6,215,"July 27, 1986",us US,R,"Vanderbilt, Missouri"
11,Mike Conley,PG,6-0,175,"October 11, 1987",us US,2,Ohio State
33,Marc Gasol,C,6-11,255,"January 29, 1985",es ES,1,
22,Rudy Gay,SF,6-8,250,"August 17, 1986",us US,3,UConn
2,Trey Gilder,SF,6-9,185,"January 24, 1985",us US,R,"McNeese State University, Northwestern State University"
15,Hamed Haddadi,C,7-2,254,"May 19, 1985",ir IR,1,
25,Lester Hudson,PG,6-3,190,"August 7, 1984",us US,R,University of Tennessee at Martin
45,Steven Hunter,C,7-0,220,"October 31, 1981",us US,7,DePaul
3,Allen Iverson,PG,6-0,165,"June 7, 1975",us US,13,Georgetown
32,O.J. Mayo,SG,6-5,210,"November 5, 1987",us US,1,USC
50,Zach Randolph,PF,6-9,250,"July 16, 1981",us US,8,Michigan State
34,Hasheem Thabeet,C,7-3,263,"February 16, 1987",tz TZ,R,UConn
10,Jamaal Tinsley,PG,6-3,195,"February 28, 1978",us US,7,Iowa State
5,Marcus Williams,PG,6-3,205,"December 3, 1985",us US,3,UConn
4,Sam Young,SF,6-6,220,"June 1, 1985",us US,R,Pitt
