No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
8,Hilton Armstrong,C,6-11,235,"November 11, 1984",us US,3,UConn
40,Jon Brockman,PF,6-7,255,"March 20, 1987",us US,R,Washington
18,Omri Casspi,SF,6-9,225,"June 22, 1988",il IL,R,
15,Joey Dorsey,PF,6-8,268,"December 16, 1983",us US,1,Memphis
13,Tyreke Evans,SG,6-6,220,"September 19, 1989",us US,R,Memphis
32,Francisco García,SG,6-7,195,"December 31, 1981",do DO,4,Louisville
20,Donté Greene,SF,6-11,226,"February 21, 1988",de DE,1,Syracuse
31,Spencer Hawes,C,7-1,245,"April 28, 1988",us US,2,Washington
24,Carl Landry,PF,6-9,248,"September 19, 1983",us US,2,"Vincennes University, Purdue"
23,Kevin Martin,SG,6-7,199,"February 1, 1983",us US,5,Western Carolina University
24,Desmond Mason,SF,6-7,224,"October 11, 1977",us US,9,Oklahoma State
42,Sean May,C,6-9,266,"April 4, 1984",us US,3,UNC
7,Dominic McGuire,SF,6-9,220,"October 20, 1985",us US,2,"California, Fresno State"
5,Andrés Nocioni,SF,6-7,225,"November 30, 1979",ar AR,5,
10,Sergio Rodríguez,PG,6-3,176,"June 12, 1986",es ES,3,
17,Garrett Temple,SG,6-5,195,"May 8, 1986",us US,R,LSU
9,Kenny Thomas,PF,6-7,261,"July 25, 1977",us US,10,New Mexico
34,Jason Thompson,C,6-11,250,"July 21, 1986",us US,1,Rider University
3,Ime Udoka,SG,6-6,215,"August 9, 1977",us US,5,"San Francisco, Portland State"
19,Beno Udrih,PG,6-3,205,"July 5, 1982",si SI,5,
