No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,Carlos Boozer,PF,6-9,258,"November 20, 1981",de DE,7,Duke
9,Ronnie Brewer,SG,6-7,220,"March 20, 1985",us US,3,Arkansas
44,Kyrylo Fesenko,C,7-1,288,"December 24, 1986",ua UA,2,
15,Sundiata Gaines,PG,6-1,185,"April 18, 1986",us US,R,Georgia
6,Othyus Jeffers,SG,6-5,200,"August 5, 1985",us US,R,"University of Illinois at Chicago, Robert Morris University (IL)"
47,Andrei Kirilenko,SF,6-9,220,"February 18, 1981",ru RU,8,
26,Kyle Korver,SG,6-7,212,"March 17, 1981",us US,6,Creighton
41,Kosta Koufos,C,7-0,245,"February 24, 1989",us US,1,Ohio State
23,Wesley Matthews,SG,6-5,220,"October 14, 1986",us US,R,Marquette
3,Eric Maynor,PG,6-3,175,"June 11, 1987",us US,R,VCU
34,C.J. Miles,SF,6-6,220,"March 18, 1987",us US,4,
24,Paul Millsap,PF,6-7,257,"February 10, 1985",us US,3,Louisiana Tech
13,Mehmet Okur,C,6-11,249,"May 26, 1979",tr TR,7,
17,Ronnie Price,PG,6-2,190,"June 21, 1983",us US,4,"Nicholls State, Utah Valley"
8,Deron Williams,PG,6-3,200,"June 26, 1984",us US,4,Illinois
