No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
10,Mike Bibby,PG,6-1,190,"May 13, 1978",us US,11,Arizona
34,Jason Collins,C,7-0,255,"December 2, 1978",us US,8,Stanford
11,Jamal Crawford,SG,6-5,185,"March 20, 1980",us US,9,Michigan
1,Maurice Evans,SF,6-5,220,"November 8, 1978",us US,6,"Wichita State, Texas"
15,Al Horford,C,6-9,240,"June 3, 1986",do DO,2,Florida
50,Othello Hunter,SF,6-8,225,"May 28, 1986",us US,1,Ohio State
2,Joe Johnson,SG,6-7,240,"June 29, 1981",us US,8,Arkansas
33,Randolph Morris,PF,6-10,266,"January 2, 1986",us US,3,Kentucky
27,Zaza Pachulia,C,6-11,270,"February 10, 1984",ge GE,6,
32,Joe Smith,PF,6-10,225,"July 26, 1975",us US,14,Maryland
5,Josh Smith,PF,6-9,225,"December 5, 1985",us US,5,
0,Jeff Teague,PG,6-3,195,"June 10, 1988",us US,R,Wake Forest
6,Mario West,SG,6-5,210,"June 19, 1984",us US,2,Georgia Tech
24,Marvin Williams,SF,6-8,237,"June 19, 1986",us US,4,UNC
