No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
6,Arron Afflalo,SG,6-5,210,"October 15, 1985",us US,2,UCLA
30,Malik Allen,PF,6-10,255,"June 27, 1978",us US,8,Villanova
11,Chris Andersen,PF,6-10,245,"July 7, 1978",us US,7,Blinn College
15,Carmelo Anthony,SF,6-7,238,"May 29, 1984",us US,6,Syracuse
32,Renaldo Balkman,SF,6-8,208,"July 14, 1984",us US,3,South Carolina
1,Chauncey Billups,PG,6-3,202,"September 25, 1976",us US,12,Colorado
25,Anthony Carter,PG,6-1,190,"June 16, 1975",us US,10,Hawaii
14,Joey Graham,SF,6-7,225,"June 11, 1982",us US,4,"Central Florida, Oklahoma State"
31,Nenê,C,6-11,250,"September 13, 1982",br BR,7,
3,Ty Lawson,PG,5-11,195,"November 3, 1987",us US,R,UNC
4,Kenyon Martin,PF,6-9,234,"December 30, 1977",us US,9,Cincinnati
27,Johan Petro,C,7-0,247,"January 27, 1986",fr FR,4,
5,J.R. Smith,SG,6-6,225,"September 9, 1985",us US,5,
